Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
1547,Shane Long,ie IRL,FW,Southampton,eng Premier League,34,1987,3.4,1,0,0,9,9,3,4,1,3,0,0,0,15,27,27,50
1548,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,16.3,1,0,0,26,20,0,5,20,33,0,0,0,156,14,15,48.3
1549,Ademola Lookman,ng NGA,FWMF,Leicester City,eng Premier League,23,1997,16.1,2,0,0,30,40,6,22,20,25,0,0,0,112,4,17,19
1550,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,1,1,0,0,4,0,0,0,0,0,0,0,140,0,1,0
1551,David López,es ESP,MFDF,Espanyol,es La Liga,31,1989,8.3,1,0,0,12,7,0,0,11,17,0,0,0,89,26,26,50
1552,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,4,0,0,0,6,0,0,0,0,0,0,0,189,0,0,
1553,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,2,0,0,8,12,0,10,10,7,0,0,0,19,3,6,33.3
1554,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,14,0,0,41,34,0,12,59,45,0,0,0,299,7,9,43.8
1555,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29,4,0,0,0,3,0,0,0,0,0,0,0,164,0,0,
1556,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,5,0,0,31,22,4,12,21,18,0,0,0,108,9,21,30
1557,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,4,0,0,41,19,1,0,32,38,0,1,0,134,20,19,51.3
1558,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3,0,0,0,4,5,1,10,10,3,0,1,0,23,12,1,92.3
1559,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,5,0,0,55,23,2,9,74,56,0,0,0,455,133,69,65.8
1560,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
1561,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,1,0,0,0,5,1,0,0,0,0,0,0,58,0,0,
1562,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,4,0,0,12,25,2,38,21,17,0,0,0,134,16,17,48.5
1563,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1564,Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,6,0,0,35,17,0,19,48,32,0,0,0,192,11,17,39.3
1565,Matteo Lovato,it ITA,DFMF,Atalanta,it Serie A,21,2000,3.4,1,0,0,5,2,0,1,6,3,0,0,0,34,14,3,82.4
1566,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,4,0,0,16,16,0,0,47,23,0,1,0,183,37,29,56.1
1567,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,0,0,0,22,13,1,37,19,26,0,1,0,136,29,36,44.6
1568,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,3,1,0,18,8,0,39,34,26,0,0,0,182,31,26,54.4
1569,Anthony Lozano,hn HON,FWMF,Cádiz,es La Liga,28,1993,18.6,8,0,0,49,42,9,23,8,9,4,0,0,77,51,78,39.5
1570,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26,1995,17.9,3,0,0,32,39,14,43,14,14,1,0,0,95,11,18,37.9
1571,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,3,1,1,33,27,2,32,31,36,0,0,0,149,12,31,27.9
1572,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,2,0,0,17,16,0,11,12,17,0,0,0,50,5,8,38.5
1573,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11,2,0,0,28,4,0,3,31,27,0,0,0,124,26,22,54.2
1574,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,8,2,1,35,23,4,62,39,12,1,1,0,138,15,27,35.7
1575,José Luis Morales,es ESP,FWMF,Levante,es La Liga,34,1987,30.2,7,0,0,33,46,15,77,16,16,1,0,0,183,22,35,38.6
1576,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,9,0,0,39,20,1,7,93,66,0,0,0,423,135,52,72.2
1577,Luismi,es ESP,FW,Sevilla,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1578,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,7,0,0,51,45,0,27,61,43,0,0,0,285,37,31,54.4
1579,Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,1,0,0,8,14,14,9,1,3,3,0,0,49,48,50,49
1580,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,1,0,0,19,16,1,0,69,20,0,2,0,236,57,39,59.4
1581,Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2,0,0,0,6,6,1,1,1,4,1,0,0,5,2,2,50
1582,Dodi Lukebakio,be BEL,FWMF,Wolfsburg,de Bundesliga,23,1997,9.8,2,0,0,16,15,11,17,10,4,0,0,0,60,16,15,51.6
1583,Saša Lukić,rs SRB,MF,Torino,it Serie A,24,1996,33.1,10,0,0,91,57,1,20,52,36,0,0,0,344,49,66,42.6
1584,Levi Lumeka,eng ENG,DFFW,Troyes,fr Ligue 1,22,1998,0.7,0,0,0,2,1,2,3,0,0,0,0,0,1,0,2,0
1585,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,
1586,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
1587,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,8,1,1,33,7,1,2,55,19,0,1,0,159,55,54,50.5
1588,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27,3,0,0,1,3,0,0,0,0,0,1,0,158,0,0,
1589,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,2,0,0,16,8,0,3,29,14,0,0,0,86,21,15,58.3
1590,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,27,1993,20.2,2,0,0,28,13,0,56,55,15,0,1,0,113,48,33,59.3
1591,Yannis M'Bemba,fr FRA,DFFW,Nantes,fr Ligue 1,20,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100
1592,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,22,1998,23.6,4,0,0,38,47,4,21,24,51,0,0,0,246,29,29,50
1593,Deiver Machado,co COL,DF,Lens,fr Ligue 1,27,1993,5.8,1,0,0,5,12,2,17,8,9,0,0,0,44,5,5,50
1594,Darwin Machís,ve VEN,MFFW,Granada,es La Liga,28,1993,15.3,2,0,0,24,35,6,50,23,16,0,0,0,109,13,23,36.1
1595,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17,7,0,0,23,12,0,42,31,30,0,0,1,125,15,34,30.6
1596,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,3,0,0,26,80,4,49,20,24,1,0,0,134,6,25,19.4
1597,Joakim Mæhle,dk DEN,DF,Atalanta,it Serie A,24,1997,16.3,2,0,0,15,24,1,29,22,16,0,1,0,149,11,19,36.7
1598,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,1,0,0,1,2,0,0,0,0,0,1,0,74,0,0,
1599,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,10,0,0,36,67,3,87,72,55,3,0,0,230,71,60,54.2
1600,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,0,0,0,16,6,4,2,1,1,0,0,0,20,20,28,41.7
1601,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,1998,31.3,9,0,0,76,76,1,14,48,42,0,1,0,286,34,48,41.5
1602,Matej Maglica,hr CRO,DF,Stuttgart,de Bundesliga,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
1603,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,1984,3,1,0,0,10,9,0,0,4,4,0,0,0,44,4,2,66.7
1604,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,3,1,0,11,9,0,1,15,12,0,0,0,46,25,9,73.5
1605,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,0,0,0,3,2,0,0,7,2,0,0,0,14,8,0,100
1606,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,4,0,0,26,25,0,7,42,40,0,0,0,172,9,14,39.1
1607,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,24,1997,19.1,2,0,0,24,26,5,11,18,37,1,0,0,165,34,45,43
1608,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,9,1,1,23,23,1,1,53,26,0,0,1,284,102,36,73.9
1609,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,30,1991,16.6,0,0,0,10,18,3,54,13,6,0,0,0,109,12,16,42.9
1610,Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,0,0,0,14,19,1,28,19,16,0,0,0,184,19,30,38.8
1611,Habib Maïga,ci CIV,MFFW,Metz,fr Ligue 1,25,1996,14.1,6,0,0,34,12,0,15,17,32,0,1,0,128,26,16,61.9
1612,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32,1,0,0,0,9,0,0,0,0,0,0,0,150,0,0,
1613,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,0,0,0,7,2,1,19,13,3,0,0,0,41,5,4,55.6
1614,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,1997,3,0,0,0,5,2,0,1,3,4,0,0,0,37,5,4,55.6
1615,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1616,Abdul Majeed Waris,gh GHA,MFFW,Strasbourg,fr Ligue 1,29,1991,3.6,1,0,0,4,14,1,4,2,3,0,0,0,23,3,7,30
1617,Lovro Majer,hr CRO,MF,Rennes,fr Ligue 1,23,1998,20.4,1,0,0,38,36,1,46,25,37,0,0,0,158,7,13,35
1618,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,7,1,1,31,41,1,8,32,24,0,0,0,204,18,23,43.9
1619,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,18,2002,3.6,4,0,0,10,1,2,6,2,4,0,0,0,16,2,10,16.7
1620,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,5,0,0,17,18,0,11,64,40,0,0,0,270,53,50,51.5
1621,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,2,0,0,14,8,0,1,22,13,0,1,0,142,38,21,64.4
1622,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,30,1991,3.2,3,0,0,10,6,0,11,5,1,0,0,0,27,6,6,50
1623,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,1,0,0,4,1,1,1,1,4,0,0,0,9,5,4,55.6
1624,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,22,1998,11.3,5,0,0,43,24,0,19,8,19,0,0,0,80,17,15,53.1
1625,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,2,0,0,11,38,9,35,8,12,2,0,0,86,9,28,24.3
1626,Ruslan Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,28,1993,17.7,10,0,0,44,48,3,33,7,15,0,0,0,134,24,29,45.3
1627,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,5,2,1,40,7,6,64,34,28,0,0,0,176,54,31,63.5
1628,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,66.7
1629,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,7,0,0,22,16,0,1,21,28,0,0,0,132,13,20,39.4
1630,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18,2,0,0,0,2,0,0,0,0,0,0,0,78,0,0,
1631,Rey Manaj,al ALB,FW,Spezia,it Serie A,24,1997,19.6,9,0,0,61,65,11,6,6,10,1,0,0,86,72,115,38.5
1632,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,3,0,0,22,9,0,0,5,14,0,1,0,70,13,9,59.1
1633,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,2,1,1,14,15,0,3,44,17,0,0,0,230,20,31,39.2
1634,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,32,16,1,1,66,16,1,8,50,43,0,0,0,196,77,42,64.7
1635,Leonardo Mancuso,it ITA,FW,Empoli,it Serie A,29,1992,4.7,0,0,0,1,5,5,6,3,0,0,0,0,14,3,9,25
1636,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,
1637,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,7,0,0,34,28,1,13,37,33,0,0,0,121,27,18,60
1638,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,5,0,0,29,22,0,8,32,22,0,1,0,123,25,21,54.3
1639,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,3,0,0,14,5,1,0,17,6,0,0,1,108,36,19,65.5
1640,Rolando Mandragora,it ITA,MF,Torino,it Serie A,24,1997,14.7,7,1,1,30,23,1,12,16,7,0,0,0,143,25,19,56.8
1641,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10,0,0,0,0,2,0,0,0,0,0,0,0,44,0,0,
1642,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,1992,31.3,5,0,0,52,61,19,51,15,18,1,0,0,176,29,54,34.9
1643,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,9,0,0,18,10,0,1,31,7,0,1,0,99,37,21,63.8
1644,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,23,1998,20.6,4,0,0,30,30,0,6,28,14,0,0,0,159,18,26,40.9
1645,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,34,1987,24.4,6,0,0,25,17,0,31,41,43,0,0,0,242,32,34,48.5
1646,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,2,0,0,28,30,1,36,42,21,0,1,1,175,30,31,49.2
1647,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,1,0,0,5,0,0,0,8,2,0,0,0,22,5,4,55.6
1648,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14,5,0,0,8,18,1,10,23,24,0,0,0,100,16,15,51.6
1649,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,22,1999,8.6,0,0,0,11,6,3,11,2,5,0,0,0,58,9,19,32.1
1650,Myziane Maolida,fr FRA,MFFW,Nice,fr Ligue 1,22,1999,0.4,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,
1651,Sekou Mara,fr FRA,FW,Bordeaux,fr Ligue 1,19,2002,10.1,2,0,0,22,23,2,5,1,8,1,0,0,57,27,37,42.2
1652,Maranhão,br BRA,FWMF,Valencia,es La Liga,24,1996,10.8,3,0,0,23,26,4,4,10,7,1,0,0,54,40,55,42.1
1653,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,4,0,0,12,5,0,1,16,11,0,0,0,99,40,27,59.7
1654,Fernando Marçal,br BRA,DF,Wolves,eng Premier League,32,1989,16.1,3,0,0,33,12,1,55,31,26,0,1,0,137,29,17,63
1655,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2,1,0,0,2,1,0,1,4,3,0,0,1,27,13,8,61.9
1656,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10,4,0,0,7,3,0,0,17,2,0,0,1,118,42,9,82.4
1657,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,0,0,0,3,10,0,21,6,4,0,0,0,37,1,5,16.7
1658,Solly March,eng ENG,DFFW,Brighton,eng Premier League,27,1994,19.4,1,0,0,35,23,12,63,31,22,0,0,0,129,22,38,36.7
1659,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15,4,0,0,22,5,2,28,18,11,0,0,1,102,8,12,40
1660,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,6,1,1,26,39,1,3,62,11,0,0,0,329,108,50,68.4
1661,Iván Marcone,ar ARG,MF,Elche,es La Liga,31,1990,9,5,0,0,18,6,0,1,21,15,0,0,0,99,9,3,75
1662,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,5,0,0,33,10,3,40,25,33,0,0,0,170,27,14,65.9
1663,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1664,José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,3,1,1,8,6,0,0,6,5,0,0,0,49,6,8,42.9
1665,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,2,1,0,23,3,0,9,37,8,0,1,0,144,58,23,71.6
1666,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2,1,0,0,1,1,0,0,6,2,0,0,0,17,5,4,55.6
1667,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,7,0,0,14,24,2,1,23,16,0,0,0,185,47,25,65.3
1668,Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,2,0,0,2,0,4,2,1,2,0,0,0,6,12,4,75
1669,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,6,1,1,34,37,1,32,25,31,0,0,0,242,25,32,43.9
1670,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,5,0,0,22,11,1,2,38,30,0,0,0,186,56,42,57.1
1671,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1672,Omar Marmoush,eg EGY,FWMF,Stuttgart,de Bundesliga,22,1999,17.5,3,0,0,38,63,7,15,15,18,0,0,0,94,30,40,42.9
1673,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22,1999,0.3,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,50
1674,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,5,0,0,8,11,1,7,50,19,0,0,0,234,50,36,58.1
1675,Roger Martí,es ESP,FW,Levante,es La Liga,30,1991,23.5,8,0,0,74,28,12,10,6,14,1,0,0,65,27,79,25.5
1676,Anthony Martial,fr FRA,FWMF,Sevilla,es La Liga,25,1995,5.4,1,0,0,6,12,0,7,3,4,0,0,0,14,2,9,18.2
1677,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,25,1995,2.4,0,0,0,1,4,2,5,1,1,0,0,0,5,5,3,62.5
1678,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,1,0,0,4,1,0,2,3,1,0,0,0,24,6,3,66.7
1679,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,7,0,0,34,17,0,74,35,32,0,0,0,174,17,28,37.8
1680,Ander Martin,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,1,0,0,0,4,0,0,2,3,1,0,0,0,6,1,2,33.3
1681,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,22,1999,2.1,0,0,0,3,2,3,2,3,0,0,0,0,3,1,2,33.3
1682,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,50
1683,Iván Martín,es ESP,MF,Alavés,es La Liga,22,1999,1.8,0,0,0,1,1,0,3,1,1,0,0,0,13,0,8,0
1684,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,8,0,0,32,17,0,6,30,21,0,0,0,239,21,20,51.2
1685,Martinelli,br BRA,FWMF,Arsenal,eng Premier League,20,2001,20.7,3,1,1,26,25,10,48,21,19,0,0,0,116,30,54,35.7
1686,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,4,0,0,0,8,0,0,1,0,0,0,0,164,0,1,0
1687,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26,9,2,1,34,26,2,8,57,18,0,1,0,297,84,59,58.7
1688,Javi Martínez,es ESP,MF,Osasuna,es La Liga,21,1999,9.8,1,0,0,19,15,0,18,17,14,0,0,0,87,10,20,33.3
1689,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
1690,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,25.4,6,0,0,42,58,12,18,22,18,0,0,0,116,33,51,39.3
1691,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,7.3,2,0,0,13,10,1,10,14,8,0,0,0,58,11,11,50
1692,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,8,0,0,29,13,0,1,38,25,0,1,0,160,53,27,66.3
1693,Gelson Martins,pt POR,FWMF,Monaco,fr Ligue 1,26,1995,21.2,4,0,0,27,38,15,30,26,26,0,0,0,155,20,32,38.5
1694,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,6,1,1,28,13,0,27,61,16,0,0,0,245,45,30,60
1695,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,27.7,6,0,0,46,29,0,5,41,22,0,0,0,250,44,44,50
1696,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,3,0,0,5,5,0,0,12,8,0,0,0,66,8,8,50
1697,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12,0,0,0,19,5,0,18,31,14,0,1,0,93,30,15,66.7
1698,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,7,0,0,18,8,0,1,45,22,0,0,1,166,34,29,54
1699,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20,2000,9.7,0,0,0,9,7,4,16,12,11,0,0,0,55,6,13,31.6
1700,Arthur Masuaku,cd COD,DFFW,West Ham,eng Premier League,27,1993,7.2,1,0,0,8,4,0,20,18,19,0,0,0,74,13,9,59.1
1701,Jaime Mata,es ESP,FW,Getafe,es La Liga,32,1988,7.5,7,0,0,23,17,9,6,5,4,0,0,0,27,26,61,29.9
1702,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,1988,2.6,0,0,0,2,4,2,6,2,6,0,0,0,29,0,1,0
1703,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,2002,23.7,7,0,0,35,23,2,0,47,36,0,0,0,228,34,25,57.6
1704,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,19,2002,8.8,1,0,0,17,9,0,2,19,11,0,0,0,75,8,13,38.1
1705,Aleš Matějů,cz CZE,DF,Venezia,it Serie A,25,1996,8.1,3,0,0,12,8,1,16,16,9,0,0,0,54,12,4,75
1706,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,24,1997,12.7,2,0,0,19,10,14,9,4,5,0,0,0,46,42,53,44.2
1707,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,32,1988,15.4,3,0,0,32,7,0,5,32,28,0,0,0,165,34,21,61.8
1708,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,29,1991,31,2,0,0,16,19,0,0,66,36,0,0,0,376,120,55,68.6
1709,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,19,2002,1.5,0,0,0,0,1,0,0,2,3,0,0,0,18,5,1,83.3
1710,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,23,1998,27.4,8,1,1,37,31,0,2,67,47,0,1,0,293,32,30,51.6
1711,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,24,1996,25.3,7,0,0,37,39,6,5,10,12,0,0,0,117,24,78,23.5
1712,Stephy Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,23,1998,25.5,4,0,0,25,52,6,29,24,13,0,0,0,111,11,50,18
1713,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23,1997,30.1,3,0,0,25,20,2,7,97,39,0,3,0,304,121,27,81.8
1714,Eric Maxim Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,32,1989,4.2,0,0,0,9,9,2,4,3,9,0,0,0,29,9,16,36
1715,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,34.8,2,0,0,0,3,0,0,0,0,0,0,1,196,0,0,
1716,Borja Mayoral,es ESP,FWDF,Roma,it Serie A,24,1997,1.1,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,
1717,Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,1997,11.6,3,0,0,13,22,4,7,9,5,0,0,0,57,23,42,35.4
1718,Derek Mazou-Sacko,fr FRA,FWDF,Troyes,fr Ligue 1,16,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
1719,Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26,1995,13.8,3,0,0,21,7,0,32,41,12,0,0,0,87,17,17,50
1720,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,1995,14.1,2,0,0,19,7,1,42,24,15,0,0,0,97,17,14,54.8
1721,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,4,0,0,26,24,2,49,38,17,0,1,0,158,38,22,63.3
1722,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,33.6,10,0,0,27,58,39,86,14,11,4,0,0,120,6,11,35.3
1723,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1994,1.2,0,0,0,2,1,1,1,1,0,0,1,0,6,3,3,50
1724,Amadou Mbengue,sn SEN,DFMF,Metz,fr Ligue 1,19,2002,6.8,4,0,0,12,2,0,1,10,15,0,0,0,45,6,10,37.5
1725,Bryan Mbeumo,fr FRA,FW,Brentford,eng Premier League,21,1999,32.3,4,0,0,23,41,13,54,23,25,0,0,0,179,34,123,21.7
1726,Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0
1727,Jordi Mboula,es ESP,FW,Mallorca,es La Liga,22,1999,4.8,2,0,0,7,9,5,12,2,3,0,1,0,26,12,14,46.2
1728,Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,2000,1,0,0,0,0,0,0,0,1,4,0,0,0,4,1,0,100
1729,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,15.8,1,0,0,11,45,2,22,23,13,0,0,0,84,13,12,52
